"id","status","type","task","blueprint_line","section_path","evidence","notes"
"3.2.7","❌","bullet","إرسال التوكن عبر SMS - يوم","219","📋 ملف المهام الشامل - المرحلة 1 > المهمة 3: أتمتة عمليات عدادات الدفع المسبق (STS) > ✅ المهام الفرعية: > 3.2: تطوير واجهة ""شحن الرصيد""","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.2.8","❌","bullet","إرسال التوكن عبر Email - يوم","220","📋 ملف المهام الشامل - المرحلة 1 > المهمة 3: أتمتة عمليات عدادات الدفع المسبق (STS) > ✅ المهام الفرعية: > 3.2: تطوير واجهة ""شحن الرصيد""","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3.1","⚠️","bullet","تصميم سير العملية - يوم","229","📋 ملف المهام الشامل - المرحلة 1 > المهمة 3: أتمتة عمليات عدادات الدفع المسبق (STS) > ✅ المهام الفرعية: > 3.3: برمجة منطق الأتمتة الفوري","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3.2","❌","bullet","الدفع الناجح → استدعاء API - يوم","230","📋 ملف المهام الشامل - المرحلة 1 > المهمة 3: أتمتة عمليات عدادات الدفع المسبق (STS) > ✅ المهام الفرعية: > 3.3: برمجة منطق الأتمتة الفوري","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3.3","❌","bullet","استقبال التوكن من API - يوم","231","📋 ملف المهام الشامل - المرحلة 1 > المهمة 3: أتمتة عمليات عدادات الدفع المسبق (STS) > ✅ المهام الفرعية: > 3.3: برمجة منطق الأتمتة الفوري","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3.4","❌","bullet","إرسال التوكن للعميل - يوم","232","📋 ملف المهام الشامل - المرحلة 1 > المهمة 3: أتمتة عمليات عدادات الدفع المسبق (STS) > ✅ المهام الفرعية: > 3.3: برمجة منطق الأتمتة الفوري","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3.5","⚠️","bullet","تسجيل العملية - يوم","233","📋 ملف المهام الشامل - المرحلة 1 > المهمة 3: أتمتة عمليات عدادات الدفع المسبق (STS) > ✅ المهام الفرعية: > 3.3: برمجة منطق الأتمتة الفوري","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3.6","⚠️","bullet","معالجة الأخطاء - يوم","234","📋 ملف المهام الشامل - المرحلة 1 > المهمة 3: أتمتة عمليات عدادات الدفع المسبق (STS) > ✅ المهام الفرعية: > 3.3: برمجة منطق الأتمتة الفوري","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3.7","⚠️","bullet","تسجيل العملية المالية - يوم","235","📋 ملف المهام الشامل - المرحلة 1 > المهمة 3: أتمتة عمليات عدادات الدفع المسبق (STS) > ✅ المهام الفرعية: > 3.3: برمجة منطق الأتمتة الفوري","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3.8","❌","bullet","إشعار المحاسب - يوم","236","📋 ملف المهام الشامل - المرحلة 1 > المهمة 3: أتمتة عمليات عدادات الدفع المسبق (STS) > ✅ المهام الفرعية: > 3.3: برمجة منطق الأتمتة الفوري","drizzle/schema.ts; server/customerSystemRouter.ts",""
"4.1.1","✅","bullet","تصميم شجرة الحسابات - يومان","254","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.1: تصميم شجرة الحسابات","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.1.2","✅","bullet","إنشاء حسابات الأصول - يوم","255","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.1: تصميم شجرة الحسابات","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.1.3","✅","bullet","إنشاء حسابات الإيرادات - يوم","256","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.1: تصميم شجرة الحسابات","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.1.4","✅","bullet","إنشاء حسابات الرسوم والضرائب - يوم","257","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.1: تصميم شجرة الحسابات","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.1.5","✅","bullet","توثيق شجرة الحسابات - يوم","258","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.1: تصميم شجرة الحسابات","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.2.1","✅","bullet","تصميم منطق القيد - يوم","267","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.2: برمجة آلية إنشاء القيود المحاسبية التلقائية","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.2.2","✅","bullet","قيد الدفع من عداد تقليدي - يومان","268","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.2: برمجة آلية إنشاء القيود المحاسبية التلقائية","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.2.3","⚠️","bullet","قيد الشحن من عداد STS - يومان","269","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.2: برمجة آلية إنشاء القيود المحاسبية التلقائية","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.2.4","✅","bullet","إضافة الرسوم والضرائب - يوم","270","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.2: برمجة آلية إنشاء القيود المحاسبية التلقائية","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.2.5","✅","bullet","تسجيل التفاصيل - يوم","271","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.2: برمجة آلية إنشاء القيود المحاسبية التلقائية","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.2.6","✅","bullet","معالجة الأخطاء - يوم","272","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.2: برمجة آلية إنشاء القيود المحاسبية التلقائية","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.2.7","✅","bullet","التحقق من التوازن - يوم","273","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.2: برمجة آلية إنشاء القيود المحاسبية التلقائية","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.3.1","✅","bullet","تطوير شاشة عرض القيود - يومان","282","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.3: تطوير واجهة لعرض قيود اليومية","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.3.2","✅","bullet","تفاصيل القيد - يوم","283","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.3: تطوير واجهة لعرض قيود اليومية","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.3.3","✅","bullet","البحث والفلترة - يوم","284","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.3: تطوير واجهة لعرض قيود اليومية","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.3.4","✅","bullet","التصديق على القيود - يوم","285","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.3: تطوير واجهة لعرض قيود اليومية","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.3.5","✅","bullet","تصدير القيود - يوم","286","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.3: تطوير واجهة لعرض قيود اليومية","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.3.6","✅","bullet","تقرير يومي - يوم","287","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.3: تطوير واجهة لعرض قيود اليومية","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.4.1","⚠️","bullet","تطوير شاشة المطابقة - يومان","296","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.4: تطوير واجهة ""مطابقة الإيداعات البنكية""","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.4.2","✅","bullet","عرض الإيداعات غير المطابقة - يوم","297","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.4: تطوير واجهة ""مطابقة الإيداعات البنكية""","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.4.3","✅","bullet","عرض الفواتير المفتوحة - يوم","298","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.4: تطوير واجهة ""مطابقة الإيداعات البنكية""","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.4.4","✅","bullet","ربط يدوي - يوم","299","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.4: تطوير واجهة ""مطابقة الإيداعات البنكية""","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.4.5","✅","bullet","إنشاء قيد تلقائي - يوم","300","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.4: تطوير واجهة ""مطابقة الإيداعات البنكية""","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.4.6","✅","bullet","تقرير المطابقة - يوم","301","📋 ملف المهام الشامل - المرحلة 1 > المهمة 4: بناء وحدة الربط المحاسبي التلقائي > ✅ المهام الفرعية: > 4.4: تطوير واجهة ""مطابقة الإيداعات البنكية""","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"1.1","❌","table","تقديم طلب رسمي لـ Acrel | طلب وثائق API | عالية جداً | يوم","395","ملحق: تحليل وتصميم التكامل مع منصة ACREL للعدادات الذكية (IoT) > ACREL IoT Integration Module - Strategic Analysis > 📋 المهام المطلوبة: > المهمة 1: الحصول على وصول للـ API والتوثيق","",""
"1.2","❌","table","الحصول على API Keys | مفاتيح الوصول | عالية جداً | يومان","396","ملحق: تحليل وتصميم التكامل مع منصة ACREL للعدادات الذكية (IoT) > ACREL IoT Integration Module - Strategic Analysis > 📋 المهام المطلوبة: > المهمة 1: الحصول على وصول للـ API والتوثيق","",""
"1.3","❌","table","الحصول على بيئة اختبار | Sandbox/Testing Environment | عالية جداً | يومان","397","ملحق: تحليل وتصميم التكامل مع منصة ACREL للعدادات الذكية (IoT) > ACREL IoT Integration Module - Strategic Analysis > 📋 المهام المطلوبة: > المهمة 1: الحصول على وصول للـ API والتوثيق","",""
"1.4","❌","table","دراسة التوثيق | فهم شامل للـ API | عالية جداً | 3 أيام","398","ملحق: تحليل وتصميم التكامل مع منصة ACREL للعدادات الذكية (IoT) > ACREL IoT Integration Module - Strategic Analysis > 📋 المهام المطلوبة: > المهمة 1: الحصول على وصول للـ API والتوثيق","",""
"1.5","❌","table","اختبار الاتصال الأساسي | التحقق من الوصول | عالية جداً | يوم","399","ملحق: تحليل وتصميم التكامل مع منصة ACREL للعدادات الذكية (IoT) > ACREL IoT Integration Module - Strategic Analysis > 📋 المهام المطلوبة: > المهمة 1: الحصول على وصول للـ API والتوثيق","",""
"2.1","❌","table","بناء وظيفة getMeterReadings() | جلب قراءة عداد ADL200 | عالية جداً | يومان","415","ملحق: تحليل وتصميم التكامل مع منصة ACREL للعدادات الذكية (IoT) > ACREL IoT Integration Module - Strategic Analysis > 📋 المهام المطلوبة: > المهمة 2: بناء وظائف ""استقبال البيانات"" (Data Ingestion)","",""
"2.2","❌","table","بناء وظيفة getInfrastructureMetrics() | جلب بيانات عدادات ADW300 | عالية جداً | يومان","416","ملحق: تحليل وتصميم التكامل مع منصة ACREL للعدادات الذكية (IoT) > ACREL IoT Integration Module - Strategic Analysis > 📋 المهام المطلوبة: > المهمة 2: بناء وظائف ""استقبال البيانات"" (Data Ingestion)","",""
"2.3","❌","table","برمجة مزامنة دورية (Periodic Sync) | جلب البيانات كل بضع دقائق | عالية جداً | 3 أيام","417","ملحق: تحليل وتصميم التكامل مع منصة ACREL للعدادات الذكية (IoT) > ACREL IoT Integration Module - Strategic Analysis > 📋 المهام المطلوبة: > المهمة 2: بناء وظائف ""استقبال البيانات"" (Data Ingestion)","",""
"2.4","❌","table","تطبيق Webhooks (إن أمكن) | استقبال البيانات فوراً | عالية | يومان","418","ملحق: تحليل وتصميم التكامل مع منصة ACREL للعدادات الذكية (IoT) > ACREL IoT Integration Module - Strategic Analysis > 📋 المهام المطلوبة: > المهمة 2: بناء وظائف ""استقبال البيانات"" (Data Ingestion)","",""
"2.5","❌","table","تخزين البيانات التاريخية | حفظ البيانات للتحليل | عالية | يوم","419","ملحق: تحليل وتصميم التكامل مع منصة ACREL للعدادات الذكية (IoT) > ACREL IoT Integration Module - Strategic Analysis > 📋 المهام المطلوبة: > المهمة 2: بناء وظائف ""استقبال البيانات"" (Data Ingestion)","",""
"2.6","❌","table","معالجة الأخطاء والاتصال | إعادة محاولة في حالة الفشل | عالية | يوم","420","ملحق: تحليل وتصميم التكامل مع منصة ACREL للعدادات الذكية (IoT) > ACREL IoT Integration Module - Strategic Analysis > 📋 المهام المطلوبة: > المهمة 2: بناء وظائف ""استقبال البيانات"" (Data Ingestion)","",""
"2.7","❌","table","مراقبة صحة الاتصال | تنبيهات عند فشل المزامنة | متوسطة | يوم","421","ملحق: تحليل وتصميم التكامل مع منصة ACREL للعدادات الذكية (IoT) > ACREL IoT Integration Module - Strategic Analysis > 📋 المهام المطلوبة: > المهمة 2: بناء وظائف ""استقبال البيانات"" (Data Ingestion)","",""
"3.1","❌","table","بناء وظيفة disconnectMeter() | فصل الخدمة عن مشترك | عالية جداً | يومان","459","جلب بيانات البنية التحتية > المهمة 3: بناء وظائف ""إرسال الأوامر"" (Command & Control)","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.2","❌","table","بناء وظيفة reconnectMeter() | إعادة توصيل الخدمة | عالية جداً | يومان","460","جلب بيانات البنية التحتية > المهمة 3: بناء وظائف ""إرسال الأوامر"" (Command & Control)","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3","❌","table","بناء وظيفة setTariff() | تغيير التعرفة عن بعد | عالية | يومان","461","جلب بيانات البنية التحتية > المهمة 3: بناء وظائف ""إرسال الأوامر"" (Command & Control)","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.4","❌","table","نظام تسجيل الأوامر | تسجيل جميع الأوامر المرسلة | عالية | يوم","462","جلب بيانات البنية التحتية > المهمة 3: بناء وظائف ""إرسال الأوامر"" (Command & Control)","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.5","❌","table","نظام التحقق من تنفيذ الأمر | التأكد من تنفيذ الأمر بنجاح | عالية | يوم","463","جلب بيانات البنية التحتية > المهمة 3: بناء وظائف ""إرسال الأوامر"" (Command & Control)","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.6","❌","table","معالجة الأخطاء والإعادة | إعادة محاولة في حالة الفشل | عالية | يوم","464","جلب بيانات البنية التحتية > المهمة 3: بناء وظائف ""إرسال الأوامر"" (Command & Control)","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.7","❌","table","نظام الموافقات (Approvals) | موافقة يدوية قبل تنفيذ أوامر حساسة | عالية | يوم","465","جلب بيانات البنية التحتية > المهمة 3: بناء وظائف ""إرسال الأوامر"" (Command & Control)","drizzle/schema.ts; server/customerSystemRouter.ts",""
"4.1","❌","table","ربط الفوترة ببيانات ADL200 | استخدام القراءات الفعلية | عالية جداً | يومان","507","تغيير التعرفة > المهمة 4: دمج بيانات IoT في عمليات النظام","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.2","❌","table","برمجة منطق الفصل التلقائي | فصل تلقائي للمتأخرين | عالية جداً | يومان","508","تغيير التعرفة > المهمة 4: دمج بيانات IoT في عمليات النظام","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.3","❌","table","برمجة منطق الوصل التلقائي | وصل تلقائي عند السداد | عالية جداً | يومان","509","تغيير التعرفة > المهمة 4: دمج بيانات IoT في عمليات النظام","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.4","❌","table","تطوير لوحة تحكم المحطة | عرض البيانات الحية من ADW300 | عالية جداً | 3 أيام","510","تغيير التعرفة > المهمة 4: دمج بيانات IoT في عمليات النظام","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.5","❌","table","بناء نظام التنبيهات | إشعارات عند حدوث مشاكل | عالية | يومان","511","تغيير التعرفة > المهمة 4: دمج بيانات IoT في عمليات النظام","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.6","❌","table","تطوير تقارير الأداء | تقارير شاملة للأداء | متوسطة | يومان","512","تغيير التعرفة > المهمة 4: دمج بيانات IoT في عمليات النظام","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"1","❌","table","لوحة تحكم المحطة (Station Dashboard) | عرض البيانات الحية | عالية جداً","602","تغيير التعرفة > 📊 الشاشات والتقارير المطلوبة:","",""
"2","❌","table","إدارة الفصل والوصل (Disconnect/Reconnect) | واجهة للفصل والوصل | عالية جداً","603","تغيير التعرفة > 📊 الشاشات والتقارير المطلوبة:","",""
"3","❌","table","سجل الأوامر (Commands Log) | تاريخ جميع الأوامر | عالية","604","تغيير التعرفة > 📊 الشاشات والتقارير المطلوبة:","",""
"4","❌","table","نظام التنبيهات (Alerts System) | عرض التنبيهات | عالية","605","تغيير التعرفة > 📊 الشاشات والتقارير المطلوبة:","",""
"5","❌","table","تقرير الأداء اليومي (Daily Performance Report) | ملخص الأداء | عالية","606","تغيير التعرفة > 📊 الشاشات والتقارير المطلوبة:","",""
"6","❌","table","تقرير الأداء الشهري (Monthly Performance Report) | تحليل شامل | متوسطة","607","تغيير التعرفة > 📊 الشاشات والتقارير المطلوبة:","",""
"7","❌","table","تقرير الإيرادات (Revenue Report) | تحليل الإيرادات | عالية","608","تغيير التعرفة > 📊 الشاشات والتقارير المطلوبة:","",""
"8","❌","table","مراقبة صحة الاتصال (Connection Health) | حالة الاتصال مع Acrel | متوسطة","609","تغيير التعرفة > 📊 الشاشات والتقارير المطلوبة:","",""
"3.1.1","❌","table","وثائق API الكاملة | جميع endpoints | عالية جداً | يوم","765","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.1 (محدثة): الحصول على الوثائق الكاملة","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.1.2","❌","table","توثيق بروتوكول MQTT | بنية المواضيع والرسائل | عالية جداً | يوم","766","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.1 (محدثة): الحصول على الوثائق الكاملة","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.1.3","❌","table","قائمة الأوامر المدعومة | جميع الأوامر المتاحة | عالية جداً | يوم","767","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.1 (محدثة): الحصول على الوثائق الكاملة","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.1.4","❌","table","صيغ البيانات (JSON) | أمثلة على كل رسالة | عالية جداً | يوم","768","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.1 (محدثة): الحصول على الوثائق الكاملة","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.1.5","❌","table","أكواد الأخطاء | معاني جميع الأخطاء | عالية | يوم","769","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.1 (محدثة): الحصول على الوثائق الكاملة","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.1.6","❌","table","حدود الأداء | الحد الأقصى للرسائل | عالية | يوم","770","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.1 (محدثة): الحصول على الوثائق الكاملة","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.2.1","⚠️","table","إعداد MQTT Client | مكتبة MQTT | عالية جداً | يوم","780","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.2 (محسّنة): تطوير مستمع MQTT","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.2.2","⚠️","table","الاتصال بخادم Acrel | Connection Setup | عالية جداً | يوم","781","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.2 (محسّنة): تطوير مستمع MQTT","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.2.3","⚠️","table","الاشتراك في مواضيع البيانات | Subscribe to Topics | عالية جداً | يوم","782","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.2 (محسّنة): تطوير مستمع MQTT","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.2.4","⚠️","table","معالجة الرسائل الواردة | Parse & Process | عالية جداً | يومان","783","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.2 (محسّنة): تطوير مستمع MQTT","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.2.5","❌","table","تخزين البيانات في قاعدة البيانات | Real-time Storage | عالية جداً | يوم","784","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.2 (محسّنة): تطوير مستمع MQTT","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.2.6","❌","table","التعامل مع فقدان الاتصال | Reconnection Logic | عالية | يوم","785","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.2 (محسّنة): تطوير مستمع MQTT","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.2.7","❌","table","تسجيل الأخطاء والتنبيهات | Logging & Alerts | عالية | يوم","786","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.2 (محسّنة): تطوير مستمع MQTT","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3.1","⚠️","table","بناء AcrelService Class | خدمة مركزية | عالية جداً | يوم","824","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.3 (محسّنة): تطوير ناشر أوامر MQTT","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3.2","❌","table","وظيفة disconnect() | فصل الخدمة | عالية جداً | يوم","825","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.3 (محسّنة): تطوير ناشر أوامر MQTT","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3.3","❌","table","وظيفة reconnect() | إعادة الخدمة | عالية جداً | يوم","826","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.3 (محسّنة): تطوير ناشر أوامر MQTT","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3.4","❌","table","وظيفة setTariff() | تغيير التعرفة | عالية | يوم","827","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.3 (محسّنة): تطوير ناشر أوامر MQTT","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3.5","⚠️","table","وظيفة getReading() | قراءة فورية | عالية | يوم","828","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.3 (محسّنة): تطوير ناشر أوامر MQTT","drizzle/schema.ts; server/customerSystemRouter.ts",""
